Observations for Station 01415 starting 1105Z 21 Aug 2022, Latitude: 58.874 Longitude: 5.665

-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SPED   THTA   THTE   THTV
    hPa      m      C      C      %   g/kg    deg    m/s      K      K      K 
-----------------------------------------------------------------------------
  654.8   3484   -9.7  -16.2     59   1.65    221   14.5  297.3  302.5  297.6
  654.4   3489   -9.8  -16.4     59   1.63    221   14.4  297.3  302.5  297.6
  654.0   3494   -9.8  -16.6     57   1.60    221   14.3  297.4  302.4  297.7
  653.6   3499   -9.8  -17.0     56   1.55    221   14.3  297.4  302.4  297.7
  653.2   3504   -9.8  -17.4     54   1.50    221   14.2  297.5  302.2  297.7
  652.8   3508   -9.8  -17.7     53   1.47    221   14.1  297.5  302.2  297.7
  652.4   3513   -9.8  -17.9     52   1.44    221   14.1  297.5  302.1  297.7
  652.0   3518   -9.9  -18.2     51   1.41    221   14.0  297.5  302.0  297.8
  651.6   3522   -9.9  -18.4     50   1.37    221   14.0  297.5  301.9  297.8
  651.2   3527   -9.9  -18.7     49   1.35    221   13.9  297.6  301.9  297.8
  650.8   3532   -9.9  -18.9     48   1.32    221   13.9  297.6  301.8  297.8
  650.4   3536   -9.9  -19.1     47   1.30    221   13.9  297.6  301.8  297.9
  650.1   3541  -10.0  -19.3     47   1.28    221   13.8  297.7  301.8  297.9
  649.7   3545  -10.0  -19.4     46   1.27    220   13.8  297.7  301.8  297.9
  649.3   3550  -10.0  -19.6     45   1.25    220   13.8  297.7  301.7  297.9
  648.9   3555  -10.0  -19.8     45   1.23    220   13.8  297.7  301.7  298.0
  648.5   3559  -10.0  -19.9     44   1.22    220   13.8  297.8  301.7  298.0
  648.1   3564  -10.1  -20.1     44   1.20    220   13.8  297.8  301.6  298.0
  647.6   3570  -10.1  -20.4     43   1.17    220   13.8  297.8  301.6  298.0
  647.1   3575  -10.1  -20.9     41   1.12    220   13.8  297.8  301.5  298.0
  646.7   3581  -10.1  -21.8     38   1.04    219   13.8  297.9  301.3  298.1
  646.2   3587  -10.0  -22.8     35   0.95    219   13.8  298.1  301.2  298.2
  645.7   3593  -10.0  -23.3     33   0.91    219   13.9  298.2  301.2  298.4
  645.2   3598  -10.0  -23.4     32   0.90    219   13.9  298.3  301.2  298.4
  644.8   3604  -10.0  -23.5     32   0.89    219   14.0  298.3  301.3  298.5
  644.4   3609   -9.9  -23.6     32   0.88    219   14.0  298.4  301.3  298.6
  644.0   3613   -9.9  -23.7     31   0.88    219   14.1  298.5  301.4  298.6
  643.6   3618   -9.9  -23.8     31   0.87    219   14.1  298.5  301.4  298.7
  643.2   3623  -10.0  -23.8     31   0.87    218   14.2  298.6  301.4  298.7
  642.8   3627  -10.0  -23.8     31   0.87    218   14.2  298.6  301.5  298.7
  642.4   3632  -10.0  -23.8     32   0.88    218   14.3  298.6  301.5  298.7
  642.0   3637  -10.1  -23.7     32   0.88    218   14.3  298.6  301.5  298.7
  641.6   3642  -10.1  -23.7     32   0.88    218   14.4  298.6  301.5  298.7
  641.1   3648  -10.2  -23.7     32   0.88    218   14.4  298.6  301.5  298.7
  640.7   3653  -10.2  -23.8     32   0.87    218   14.5  298.6  301.5  298.8
  640.2   3658  -10.3  -24.0     32   0.86    218   14.5  298.6  301.5  298.8
  639.8   3664  -10.3  -24.1     31   0.86    217   14.5  298.6  301.5  298.8
  639.4   3669  -10.3  -24.1     31   0.86    217   14.6  298.7  301.5  298.8
  638.9   3674  -10.3  -24.1     31   0.86    217   14.6  298.7  301.5  298.9
  638.5   3678  -10.3  -24.1     31   0.85    217   14.6  298.7  301.6  298.9
  638.2   3683  -10.4  -24.2     31   0.85    217   14.6  298.8  301.6  298.9
  637.8   3687  -10.4  -24.2     31   0.85    217   14.6  298.8  301.6  298.9
  637.5   3692  -10.4  -24.3     31   0.85    217   14.6  298.8  301.6  299.0
  637.1   3696  -10.4  -24.3     31   0.84    217   14.6  298.8  301.6  299.0
  636.8   3700  -10.5  -24.3     31   0.84    216   14.6  298.8  301.6  299.0
  636.4   3705  -10.5  -24.4     31   0.83    216   14.5  298.9  301.6  299.0
  636.0   3709  -10.5  -24.5     31   0.83    216   14.5  298.9  301.6  299.0
  635.6   3714  -10.5  -24.5     31   0.83    216   14.5  298.9  301.7  299.1
  635.2   3719  -10.6  -24.5     31   0.83    216   14.5  298.9  301.7  299.1
  634.8   3724  -10.6  -24.5     31   0.83    216   14.4  298.9  301.7  299.1
  634.4   3729  -10.7  -24.5     31   0.83    216   14.4  298.9  301.7  299.1
  633.9   3734  -10.7  -24.6     31   0.82    216   14.4  298.9  301.7  299.1
  633.5   3740  -10.8  -24.8     31   0.81    216   14.4  299.0  301.7  299.1
  633.0   3746  -10.8  -25.1     30   0.79    216   14.4  299.0  301.6  299.2
  632.5   3751  -10.8  -25.5     29   0.76    216   14.3  299.1  301.6  299.2
  632.0   3757  -10.8  -25.8     28   0.74    216   14.3  299.1  301.6  299.3
  631.6   3763  -10.8  -25.9     28   0.73    215   14.3  299.2  301.6  299.3
  631.1   3768  -10.8  -26.1     27   0.73    215   14.3  299.2  301.6  299.3
  630.7   3774  -10.8  -26.2     27   0.72    216   14.3  299.3  301.7  299.4
  630.3   3779  -10.8  -26.3     27   0.71    216   14.3  299.3  301.7  299.4
  629.9   3784  -10.9  -26.4     27   0.71    216   14.3  299.3  301.7  299.4
  629.4   3789  -10.9  -26.5     27   0.70    216   14.4  299.3  301.7  299.5
  629.0   3794  -10.9  -26.6     26   0.69    216   14.4  299.4  301.7  299.5
  628.6   3800  -11.0  -26.6     26   0.69    216   14.4  299.4  301.7  299.5
  628.1   3805  -11.0  -26.6     26   0.69    216   14.4  299.4  301.7  299.5
  627.6   3811  -11.0  -26.6     26   0.70    216   14.5  299.4  301.8  299.6
  627.2   3816  -11.1  -26.6     27   0.70    216   14.5  299.5  301.8  299.6
  626.7   3822  -11.1  -26.6     27   0.70    216   14.6  299.5  301.8  299.6
  626.2   3828  -11.2  -26.6     27   0.69    216   14.6  299.5  301.8  299.6
  625.8   3834  -11.2  -26.6     27   0.69    216   14.6  299.5  301.8  299.6
  625.3   3840  -11.3  -26.6     27   0.70    216   14.6  299.5  301.8  299.6
  624.8   3846  -11.3  -26.6     27   0.69    216   14.7  299.5  301.8  299.6
  624.4   3851  -11.4  -26.7     27   0.69    217   14.7  299.5  301.8  299.6
  623.9   3857  -11.4  -26.8     27   0.69    217   14.7  299.5  301.8  299.6
  623.5   3862  -11.4  -26.8     27   0.68    217   14.7  299.5  301.8  299.7
  623.0   3868  -11.5  -26.9     27   0.68    217   14.7  299.5  301.8  299.7
  622.6   3873  -11.5  -26.9     27   0.68    217   14.7  299.5  301.8  299.7
  622.1   3878  -11.6  -26.9     27   0.68    217   14.7  299.5  301.8  299.7
  621.7   3884  -11.6  -26.9     27   0.68    217   14.7  299.5  301.8  299.7
  621.3   3889  -11.7  -26.9     27   0.68    217   14.7  299.5  301.8  299.7
  620.9   3894  -11.7  -27.0     27   0.68    218   14.7  299.6  301.8  299.7
  620.4   3899  -11.8  -27.0     27   0.68    218   14.6  299.6  301.9  299.7
  620.0   3905  -11.8  -27.1     27   0.67    218   14.6  299.6  301.9  299.7
  619.6   3910  -11.8  -27.1     27   0.67    218   14.6  299.6  301.9  299.7
  619.1   3916  -11.9  -27.2     27   0.67    218   14.6  299.6  301.9  299.8
  618.7   3921  -11.9  -27.4     26   0.66    218   14.6  299.7  301.9  299.8
  618.2   3927  -11.9  -27.6     26   0.65    218   14.5  299.7  301.9  299.8
  617.7   3933  -12.0  -27.6     26   0.64    218   14.5  299.7  301.9  299.8
  617.2   3939  -12.0  -27.6     26   0.64    218   14.5  299.7  301.9  299.8
  616.8   3944  -12.1  -27.6     26   0.64    219   14.5  299.7  301.9  299.8
  616.4   3950  -12.1  -27.6     26   0.64    219   14.5  299.7  301.9  299.9
  616.0   3955  -12.1  -27.6     26   0.64    219   14.5  299.8  301.9  299.9
  615.6   3959  -12.2  -27.6     26   0.64    219   14.5  299.8  301.9  299.9
  615.2   3964  -12.2  -27.6     26   0.64    219   14.5  299.8  301.9  299.9
  614.9   3968  -12.2  -27.6     27   0.64    219   14.5  299.8  302.0  299.9
  614.5   3972  -12.3  -27.6     27   0.64    219   14.6  299.8  302.0  299.9
  614.2   3977  -12.3  -27.6     27   0.64    219   14.6  299.8  302.0  299.9
  613.9   3981  -12.4  -27.6     27   0.65    219   14.6  299.8  302.0  299.9
  613.5   3985  -12.4  -27.6     27   0.65    219   14.7  299.8  302.0  299.9
  613.2   3990  -12.4  -27.6     27   0.65    219   14.7  299.8  302.0  299.9
  612.8   3994  -12.5  -27.6     27   0.65    219   14.7  299.8  302.0  299.9
  612.4   3999  -12.5  -27.6     27   0.65    219   14.8  299.8  302.0  299.9
  612.0   4004  -12.6  -27.6     27   0.65    219   14.8  299.8  302.0  299.9
  611.5   4010  -12.6  -27.6     28   0.65    219   14.9  299.8  302.0  299.9
  611.1   4016  -12.7  -27.6     28   0.65    219   14.9  299.8  302.0  299.9
  610.6   4022  -12.7  -27.6     28   0.65    219   14.9  299.8  302.0  299.9
  610.1   4028  -12.8  -27.7     28   0.65    219   15.0  299.8  302.0  299.9
  609.6   4034  -12.8  -27.8     27   0.64    219   15.0  299.8  302.0  300.0
  609.1   4040  -12.9  -28.0     27   0.63    219   15.0  299.9  302.0  300.0
  608.6   4046  -12.9  -28.2     27   0.62    219   15.0  299.9  302.0  300.0
  608.2   4052  -13.0  -28.4     26   0.61    219   15.0  299.9  301.9  300.0
  607.7   4058  -13.0  -28.6     26   0.60    219   15.0  299.9  301.9  300.0
  607.2   4064  -13.1  -28.8     26   0.59    219   15.0  299.9  301.9  300.0
  606.8   4069  -13.1  -28.9     25   0.58    219   15.0  299.9  301.9  300.0
  606.3   4075  -13.2  -29.1     25   0.57    219   15.0  299.9  301.9  300.0
  605.9   4081  -13.2  -29.3     25   0.56    219   15.0  299.9  301.9  300.1
  605.4   4086  -13.2  -29.4     24   0.56    219   15.0  300.0  301.9  300.1
  605.0   4092  -13.3  -29.4     24   0.55    219   14.9  300.0  301.9  300.1
  604.6   4097  -13.3  -29.5     24   0.55    219   14.9  300.0  301.9  300.1
  604.2   4102  -13.3  -29.4     24   0.55    219   14.9  300.0  301.9  300.1
  603.8   4106  -13.4  -29.4     25   0.56    219   14.8  300.1  302.0  300.2
  603.5   4111  -13.4  -29.3     25   0.56    219   14.8  300.1  302.0  300.2
  603.1   4116  -13.5  -29.3     25   0.56    219   14.7  300.1  302.0  300.2
  602.7   4121  -13.5  -29.3     25   0.56    219   14.7  300.1  302.0  300.2
  602.3   4126  -13.5  -29.3     25   0.56    219   14.7  300.1  302.0  300.2
  601.9   4131  -13.6  -29.4     25   0.56    219   14.6  300.1  302.0  300.2
  601.4   4137  -13.6  -29.3     25   0.56    219   14.6  300.1  302.0  300.2
  601.0   4142  -13.7  -29.3     26   0.56    219   14.5  300.1  302.0  300.2
  600.6   4148  -13.7  -29.3     26   0.57    219   14.5  300.1  302.0  300.2
  600.1   4153  -13.8  -29.3     26   0.57    219   14.5  300.1  302.0  300.2
  599.7   4159  -13.8  -29.3     26   0.57    219   14.4  300.1  302.0  300.2
  599.2   4164  -13.9  -29.2     26   0.57    219   14.4  300.1  302.0  300.2
  598.8   4170  -13.9  -29.2     26   0.57    219   14.4  300.1  302.1  300.2
  598.3   4176  -14.0  -29.2     27   0.57    219   14.4  300.1  302.1  300.2
  597.8   4182  -14.1  -29.2     27   0.57    219   14.4  300.1  302.0  300.2
  597.4   4188  -14.1  -29.3     27   0.57    219   14.4  300.1  302.0  300.2
  596.9   4194  -14.2  -29.4     26   0.56    219   14.4  300.1  302.0  300.2
  596.4   4201  -14.2  -29.4     26   0.56    219   14.4  300.1  302.0  300.2
  595.9   4207  -14.3  -29.5     26   0.56    219   14.4  300.1  302.0  300.2
  595.4   4213  -14.3  -29.7     26   0.55    219   14.4  300.1  302.0  300.2
  595.0   4219  -14.4  -30.0     25   0.53    219   14.4  300.2  302.0  300.3
  594.5   4225  -14.4  -30.5     24   0.51    219   14.4  300.2  301.9  300.3
  594.0   4231  -14.4  -30.7     24   0.50    219   14.4  300.2  301.9  300.3
  593.6   4237  -14.5  -30.8     24   0.50    219   14.4  300.2  301.9  300.3
  593.1   4243  -14.6  -30.8     24   0.50    219   14.5  300.2  301.9  300.3
  592.6   4249  -14.6  -30.8     24   0.50    219   14.5  300.2  301.9  300.3
  592.0   4256  -14.7  -31.0     24   0.49    219   14.5  300.2  301.9  300.3
  591.5   4263  -14.8  -31.1     24   0.48    219   14.6  300.2  301.9  300.3
  591.0   4269  -14.8  -31.2     24   0.48    219   14.6  300.2  301.8  300.3
  590.5   4276  -14.9  -31.2     24   0.48    219   14.6  300.2  301.9  300.3
  590.0   4282  -14.9  -31.3     23   0.48    219   14.7  300.2  301.9  300.3
  589.6   4288  -15.0  -31.4     23   0.47    219   14.7  300.2  301.8  300.3
  589.1   4293  -15.0  -31.4     23   0.47    219   14.7  300.2  301.8  300.3
  588.7   4298  -15.1  -31.5     23   0.47    219   14.8  300.3  301.9  300.3
  588.3   4304  -15.1  -31.7     23   0.46    219   14.8  300.3  301.9  300.4
  587.9   4309  -15.1  -31.8     23   0.45    219   14.8  300.3  301.9  300.4
  587.5   4314  -15.2  -31.9     23   0.45    219   14.8  300.3  301.9  300.4
  587.1   4320  -15.2  -31.9     23   0.45    218   14.9  300.3  301.9  300.4
  586.6   4326  -15.3  -31.9     23   0.45    218   14.9  300.3  301.9  300.4
  586.2   4331  -15.3  -32.0     23   0.45    218   14.9  300.3  301.9  300.4
  585.7   4337  -15.4  -32.0     23   0.45    218   14.9  300.3  301.9  300.4
  585.3   4343  -15.4  -32.1     23   0.45    218   15.0  300.3  301.9  300.4
  584.8   4349  -15.5  -32.1     23   0.44    218   15.0  300.3  301.9  300.4
  584.4   4355  -15.5  -32.1     23   0.44    218   15.0  300.3  301.9  300.4
  583.9   4361  -15.6  -32.2     23   0.44    218   15.0  300.4  301.9  300.4
  583.4   4367  -15.6  -32.2     23   0.44    218   15.0  300.4  301.9  300.4
  582.9   4374  -15.7  -32.1     23   0.44    218   15.0  300.4  301.9  300.4
  582.4   4380  -15.8  -32.1     23   0.44    218   15.0  300.4  301.9  300.5
  582.0   4386  -15.8  -32.2     23   0.44    218   15.0  300.4  301.9  300.5
  581.5   4392  -15.9  -32.4     23   0.44    218   15.0  300.4  301.9  300.5
  581.1   4397  -15.9  -32.5     23   0.43    219   15.0  300.4  301.9  300.5
  580.6   4403  -15.9  -32.5     23   0.43    219   15.0  300.4  301.9  300.5
  580.3   4408  -16.0  -32.6     23   0.43    219   15.0  300.5  301.9  300.5
  579.9   4413  -16.0  -32.5     23   0.43    219   15.0  300.5  301.9  300.5
  579.5   4418  -16.1  -32.5     23   0.43    219   14.9  300.5  301.9  300.5
  579.1   4422  -16.1  -32.5     23   0.43    219   14.9  300.5  302.0  300.5
  578.8   4427  -16.1  -32.4     23   0.43    219   14.9  300.5  302.0  300.5
  578.4   4431  -16.2  -32.4     23   0.44    220   14.9  300.5  302.0  300.6
  578.1   4436  -16.2  -32.4     23   0.44    220   14.9  300.5  302.0  300.6
  577.7   4440  -16.2  -32.4     23   0.44    220   14.9  300.5  302.0  300.6
  577.4   4445  -16.3  -32.4     24   0.44    220   14.9  300.5  302.0  300.6
  577.1   4449  -16.3  -32.3     24   0.44    220   14.9  300.5  302.0  300.6
  576.7   4454  -16.4  -32.2     24   0.45    220   14.9  300.5  302.0  300.6
  576.4   4458  -16.4  -32.1     25   0.45    221   14.9  300.5  302.1  300.6
  576.0   4463  -16.4  -32.1     25   0.45    221   15.0  300.5  302.1  300.6
  575.7   4468  -16.5  -32.1     25   0.45    221   15.0  300.5  302.1  300.6
  575.3   4473  -16.5  -32.2     25   0.45    221   15.0  300.5  302.1  300.6
  574.9   4478  -16.6  -32.2     25   0.45    221   15.0  300.5  302.1  300.6
  574.5   4483  -16.6  -32.3     24   0.44    221   15.0  300.6  302.1  300.6
  574.0   4489  -16.7  -32.4     24   0.44    221   15.1  300.6  302.1  300.6
  573.6   4495  -16.7  -32.5     24   0.44    221   15.1  300.6  302.1  300.6
  573.1   4501  -16.8  -32.5     24   0.43    221   15.1  300.6  302.1  300.7
  572.7   4506  -16.8  -32.5     24   0.44    221   15.2  300.6  302.1  300.7
  572.2   4512  -16.8  -32.6     24   0.43    221   15.2  300.6  302.1  300.7
  571.8   4518  -16.9  -32.6     24   0.43    221   15.3  300.6  302.1  300.7
  571.4   4524  -16.9  -32.7     24   0.43    220   15.3  300.6  302.1  300.7
  571.0   4529  -17.0  -32.8     24   0.43    220   15.3  300.7  302.1  300.7
  570.5   4535  -17.0  -32.8     24   0.43    220   15.4  300.7  302.2  300.8
  570.1   4541  -17.1  -32.9     24   0.42    220   15.4  300.7  302.2  300.8
  569.6   4546  -17.1  -32.9     24   0.42    220   15.4  300.7  302.2  300.8
  569.2   4552  -17.2  -33.0     24   0.42    220   15.5  300.7  302.1  300.8
  568.8   4558  -17.2  -33.1     24   0.41    220   15.5  300.7  302.1  300.8
  568.4   4563  -17.2  -33.3     23   0.41    220   15.5  300.7  302.1  300.8
  568.0   4569  -17.3  -33.4     23   0.40    219   15.6  300.8  302.2  300.8
  567.6   4574  -17.3  -33.5     23   0.40    219   15.6  300.8  302.2  300.9
  567.2   4578  -17.3  -33.6     23   0.40    219   15.6  300.8  302.2  300.9
  566.9   4583  -17.3  -33.6     23   0.40    219   15.6  300.8  302.2  300.9
  566.5   4587  -17.4  -33.6     23   0.40    219   15.6  300.9  302.2  300.9
  566.2   4592  -17.4  -33.5     23   0.40    219   15.6  300.8  302.2  300.9
  565.8   4597  -17.5  -33.6     23   0.40    219   15.6  300.9  302.2  300.9
  565.5   4602  -17.5  -33.7     23   0.39    219   15.6  300.9  302.2  301.0
  565.1   4607  -17.5  -33.8     23   0.39    219   15.6  300.9  302.2  301.0
  564.6   4613  -17.6  -33.8     23   0.39    219   15.7  300.9  302.3  301.0
  564.2   4618  -17.6  -33.9     23   0.39    219   15.7  300.9  302.3  301.0
  563.8   4624  -17.7  -33.9     23   0.39    219   15.7  300.9  302.3  301.0
  563.3   4630  -17.7  -34.0     23   0.38    219   15.7  300.9  302.3  301.0
  562.8   4637  -17.8  -34.0     23   0.38    220   15.7  300.9  302.3  301.0
  562.4   4643  -17.8  -34.1     23   0.38    220   15.7  301.0  302.3  301.0
  561.9   4649  -17.9  -34.1     23   0.38    220   15.7  301.0  302.3  301.0
  561.4   4655  -17.9  -34.1     23   0.38    220   15.7  301.0  302.3  301.0
  561.0   4661  -18.0  -34.1     23   0.38    220   15.7  301.0  302.3  301.1
  560.5   4667  -18.0  -34.2     23   0.38    220   15.7  301.0  302.3  301.1
  560.1   4673  -18.1  -34.2     23   0.38    220   15.8  301.0  302.3  301.1
  559.7   4679  -18.1  -34.2     23   0.38    220   15.8  301.0  302.3  301.1
  559.3   4684  -18.2  -34.2     23   0.38    221   15.8  301.0  302.3  301.1
  558.8   4690  -18.2  -34.2     23   0.38    221   15.8  301.0  302.3  301.1
  558.4   4695  -18.3  -34.2     23   0.38    221   15.9  301.0  302.4  301.1
  558.0   4701  -18.3  -34.3     23   0.38    221   15.9  301.0  302.4  301.1
  557.6   4707  -18.4  -34.3     23   0.38    221   15.9  301.0  302.4  301.1
  557.1   4712  -18.4  -34.3     24   0.38    221   16.0  301.0  302.4  301.1
  556.7   4718  -18.5  -34.2     24   0.38    221   16.0  301.0  302.3  301.1
  556.3   4724  -18.6  -34.2     24   0.38    221   16.0  301.0  302.4  301.1
  555.9   4729  -18.6  -34.2     24   0.38    221   16.1  301.0  302.4  301.1
  555.5   4735  -18.7  -34.3     24   0.38    221   16.1  301.0  302.4  301.1
  555.0   4740  -18.7  -34.3     24   0.38    221   16.1  301.0  302.4  301.1
  554.6   4746  -18.8  -34.3     24   0.38    221   16.2  301.0  302.4  301.1
  554.2   4752  -18.8  -34.2     24   0.38    221   16.2  301.0  302.4  301.1
  553.8   4758  -18.9  -34.2     25   0.38    221   16.2  301.0  302.4  301.1
  553.3   4764  -18.9  -34.2     25   0.38    221   16.3  301.0  302.4  301.1
  552.9   4770  -19.0  -34.3     25   0.38    221   16.3  301.0  302.4  301.1
  552.4   4776  -19.1  -34.3     25   0.38    221   16.3  301.0  302.4  301.1
  552.0   4781  -19.1  -34.3     25   0.38    221   16.4  301.0  302.4  301.1
  551.6   4787  -19.2  -34.3     25   0.38    220   16.4  301.0  302.4  301.1
  551.2   4793  -19.2  -34.3     25   0.38    220   16.4  301.0  302.4  301.1
  550.8   4798  -19.3  -34.4     25   0.38    220   16.4  301.0  302.4  301.1
  550.4   4803  -19.3  -34.5     25   0.38    220   16.4  301.1  302.4  301.1
  550.0   4808  -19.3  -34.5     25   0.37    220   16.4  301.1  302.4  301.2
  549.7   4813  -19.4  -34.5     25   0.37    220   16.5  301.1  302.4  301.2
  549.4   4817  -19.4  -34.5     25   0.38    220   16.5  301.1  302.4  301.2
  549.0   4822  -19.4  -34.5     25   0.38    220   16.5  301.1  302.4  301.2
  548.7   4826  -19.5  -34.5     25   0.38    220   16.5  301.1  302.4  301.2
  548.4   4830  -19.5  -34.5     25   0.37    219   16.5  301.1  302.4  301.2
  548.0   4835  -19.5  -34.5     25   0.37    219   16.5  301.1  302.5  301.2
  547.7   4840  -19.6  -34.5     25   0.38    219   16.5  301.2  302.5  301.2
  547.3   4845  -19.6  -34.5     26   0.38    219   16.5  301.2  302.5  301.2
  546.9   4850  -19.7  -34.5     26   0.38    219   16.5  301.2  302.5  301.2
  546.5   4856  -19.7  -34.5     26   0.38    219   16.5  301.2  302.5  301.2
  546.1   4861  -19.8  -34.5     26   0.38    219   16.5  301.2  302.5  301.3
  545.7   4867  -19.8  -34.5     26   0.38    219   16.5  301.2  302.5  301.3
  545.2   4874  -19.9  -34.5     26   0.38    219   16.5  301.2  302.5  301.3
  544.7   4880  -19.9  -34.5     26   0.38    219   16.5  301.2  302.5  301.3
  544.3   4886  -20.0  -34.6     26   0.38    218   16.5  301.2  302.5  301.2
  543.8   4892  -20.1  -34.6     26   0.37    218   16.5  301.2  302.5  301.3
  543.4   4899  -20.1  -34.7     26   0.37    218   16.6  301.2  302.5  301.3
  542.9   4905  -20.2  -34.8     26   0.37    218   16.6  301.2  302.5  301.3
  542.4   4911  -20.2  -34.8     26   0.37    218   16.6  301.2  302.5  301.3
  542.0   4917  -20.3  -34.8     26   0.37    218   16.6  301.2  302.5  301.3
  541.6   4923  -20.3  -34.8     26   0.37    218   16.6  301.2  302.5  301.3
  541.1   4929  -20.4  -34.8     26   0.37    218   16.7  301.2  302.5  301.3
  540.7   4934  -20.4  -34.8     27   0.37    218   16.7  301.2  302.5  301.3
  540.4   4940  -20.5  -34.8     27   0.37    218   16.7  301.2  302.5  301.3
  540.0   4945  -20.5  -34.8     27   0.37    218   16.8  301.2  302.5  301.3
  539.6   4950  -20.6  -34.9     27   0.37    218   16.8  301.3  302.5  301.3
  539.2   4955  -20.6  -34.9     27   0.37    218   16.8  301.3  302.6  301.3
  538.9   4960  -20.7  -34.9     27   0.37    218   16.9  301.3  302.6  301.3
  538.5   4965  -20.7  -34.9     27   0.37    218   16.9  301.3  302.6  301.3
  538.1   4970  -20.8  -34.9     27   0.37    218   16.9  301.3  302.6  301.3
  537.7   4976  -20.8  -34.8     27   0.37    218   17.0  301.3  302.6  301.3
  537.3   4981  -20.9  -34.8     27   0.37    218   17.0  301.3  302.6  301.3
  537.0   4986  -20.9  -34.8     28   0.37    218   17.1  301.3  302.6  301.3
  536.5   4992  -21.0  -34.8     28   0.37    218   17.1  301.3  302.6  301.3
  536.1   4998  -21.0  -34.8     28   0.37    218   17.1  301.3  302.6  301.3
  535.7   5004  -21.1  -34.8     28   0.37    218   17.2  301.3  302.6  301.3
  535.2   5010  -21.2  -34.8     28   0.37    218   17.2  301.3  302.6  301.3
  534.8   5016  -21.2  -34.9     28   0.37    218   17.3  301.3  302.6  301.3
  534.4   5022  -21.3  -34.9     28   0.37    218   17.3  301.3  302.5  301.3
  533.9   5028  -21.3  -35.0     28   0.37    218   17.4  301.3  302.6  301.3
  533.5   5034  -21.4  -35.0     28   0.37    218   17.4  301.3  302.5  301.3
  533.1   5040  -21.4  -35.1     28   0.36    218   17.5  301.3  302.6  301.3
  532.7   5045  -21.5  -35.1     28   0.36    218   17.5  301.3  302.6  301.4
  532.3   5050  -21.5  -35.1     28   0.36    218   17.6  301.3  302.6  301.4
  532.0   5055  -21.6  -35.2     28   0.36    218   17.6  301.3  302.6  301.4
  531.6   5060  -21.6  -35.2     28   0.36    218   17.7  301.3  302.6  301.4
  531.3   5065  -21.6  -35.2     28   0.36    218   17.7  301.3  302.6  301.4
  530.9   5070  -21.7  -35.2     29   0.36    218   17.8  301.3  302.6  301.4
  530.5   5075  -21.7  -35.1     29   0.36    218   17.8  301.3  302.6  301.4
  530.2   5080  -21.8  -35.2     29   0.36    218   17.8  301.3  302.6  301.4
  529.8   5085  -21.8  -35.2     29   0.36    218   17.9  301.3  302.6  301.4
  529.4   5091  -21.9  -35.2     29   0.36    218   17.9  301.3  302.6  301.4
  529.0   5097  -21.9  -35.3     29   0.36    218   18.0  301.4  302.6  301.4
  528.5   5103  -22.0  -35.4     29   0.36    218   18.0  301.3  302.6  301.4
  528.1   5109  -22.0  -35.4     29   0.36    217   18.0  301.3  302.6  301.4
  527.6   5115  -22.1  -35.4     29   0.36    217   18.1  301.4  302.6  301.4
  527.2   5121  -22.2  -35.4     29   0.36    217   18.1  301.4  302.6  301.4
  526.8   5128  -22.2  -35.5     29   0.36    217   18.1  301.4  302.6  301.4
  526.3   5134  -22.3  -35.5     29   0.35    217   18.1  301.4  302.6  301.4
  525.9   5140  -22.3  -35.5     29   0.35    217   18.1  301.4  302.6  301.4
  525.5   5145  -22.4  -35.5     29   0.35    217   18.2  301.4  302.6  301.4
  525.1   5151  -22.4  -35.6     29   0.35    216   18.2  301.4  302.6  301.4
  524.8   5156  -22.5  -35.6     29   0.35    216   18.2  301.4  302.6  301.4
  524.4   5160  -22.5  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  524.1   5165  -22.5  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  523.8   5169  -22.6  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  523.5   5173  -22.6  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  523.2   5178  -22.7  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  522.9   5182  -22.7  -35.7     29   0.35    216   18.2  301.4  302.6  301.5
  522.6   5186  -22.7  -35.7     30   0.35    215   18.2  301.4  302.6  301.5
  522.3   5190  -22.8  -35.8     30   0.35    215   18.2  301.4  302.6  301.5
  521.9   5195  -22.8  -35.8     30   0.35    215   18.2  301.4  302.6  301.5
  521.6   5200  -22.9  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  521.3   5204  -22.9  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  520.9   5209  -23.0  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  520.6   5214  -23.0  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  520.2   5219  -23.1  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  519.9   5224  -23.1  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  519.5   5230  -23.2  -35.9     30   0.34    215   18.2  301.4  302.6  301.5
  519.1   5235  -23.2  -36.0     30   0.34    215   18.2  301.4  302.6  301.5
  518.7   5241  -23.3  -36.0     30   0.34    215   18.2  301.4  302.6  301.5
  518.3   5246  -23.3  -36.0     30   0.34    214   18.3  301.4  302.6  301.5
